k, n, p, q, poverq, eigenvectors, conductance, rand
10, 1000, 0.01, 0.001, 10.0, 1, 0.9942154716681323, 0.794531797179718
10, 1000, 0.01, 0.001, 10.0, 2, 0.8390756147625288, 0.8258927192719272
10, 1000, 0.01, 0.001, 10.0, 3, 0.8059145106188772, 0.8692812641264126
10, 1000, 0.01, 0.001, 10.0, 4, 0.790484538575552, 0.9066967176717672
10, 1000, 0.01, 0.001, 10.0, 5, 0.7059770412832592, 0.9403317111711171
10, 1000, 0.01, 0.001, 10.0, 6, 0.6549282178164204, 0.9602805100510052
10, 1000, 0.01, 0.001, 10.0, 7, 0.5878097713170346, 0.97362501650165
10, 1000, 0.01, 0.001, 10.0, 8, 0.5678457948468523, 0.9807183338333834
10, 1000, 0.01, 0.001, 10.0, 9, 0.5419374342007882, 0.9881687848784877
10, 1000, 0.01, 0.001, 10.0, 10, 0.47965878351067215, 0.9950394939493948
10, 1000, 0.01, 0.002, 5.0, 1, 0.9910742917481083, 0.7985732353235324
10, 1000, 0.01, 0.002, 5.0, 2, 0.8684235452517468, 0.8128586818681869
10, 1000, 0.01, 0.002, 5.0, 3, 0.8364365116599203, 0.8423175357535755
10, 1000, 0.01, 0.002, 5.0, 4, 0.8352890746782334, 0.867986694669467
10, 1000, 0.01, 0.002, 5.0, 5, 0.8333001800663004, 0.8882074707470746
10, 1000, 0.01, 0.002, 5.0, 6, 0.8052407041631202, 0.908023518351835
10, 1000, 0.01, 0.002, 5.0, 7, 0.7777342945348563, 0.9239243564356434
10, 1000, 0.01, 0.002, 5.0, 8, 0.7244209151034353, 0.9397077667766777
10, 1000, 0.01, 0.002, 5.0, 9, 0.7058196493657511, 0.9509872567256725
10, 1000, 0.01, 0.002, 5.0, 10, 0.6551385425380223, 0.9635732213221322
10, 1000, 0.01, 0.003, 3.3333333333333335, 1, 0.989974881492247, 0.7997549674967497
10, 1000, 0.01, 0.003, 3.3333333333333335, 2, 0.9025054539020341, 0.8065420442044203
